Time (ps)	X Voltage (V)
11.3411792367372	-2.3842E-4
11.4078920557768	-4.00545E-4
11.4746048748164	-7.00001E-4
11.5413176938561	-6.23707E-4
11.6080305128957	0
11.6747433319353	8.25886E-4
11.741456150975	0.00153542
11.8081689700146	0.00160981
11.8748817890542	0.00103188
11.9415946080939	1.96458E-4
12.0083074271335	-5.24525E-4
12.0750202461731	-6.7139E-4
12.1417330652127	-2.99456E-4
12.2084458842524	1.96458E-4
12.275158703292	4.08174E-4
12.3418715223316	1.12534E-4
12.4085843413713	-3.9673E-4
12.4752971604109	-6.88557E-4
12.5420099794505	-2.70845E-4
12.6087227984902	5.41691E-4
12.6754356175298	0.00115205
12.7421484365694	7.89646E-4
12.8088612556091	-2.51772E-4
12.8755740746487	-0.00107957
12.9422868936883	-0.00101853
13.0089997127279	-2.36512E-4
13.0757125317676	3.58583E-4
13.1424253508072	2.32697E-4
13.2091381698468	-3.81472E-4
13.2758509888865	-6.96186E-4
13.3425638079261	-3.35695E-4
13.4092766269657	2.44142E-4
13.4759894460054	5.66486E-4
13.542702265045	4.90192E-4
13.6094150840846	2.72753E-4
13.6761279031242	2.0218E-4
13.7428407221639	3.54769E-4
13.8095535412035	5.66486E-4
13.8762663602431	7.05723E-4
13.9429791792828	7.11445E-4
14.0096919983224	2.93734E-4
14.076404817362	-4.67302E-4
14.1431176364016	-0.00123978
14.2098304554413	-0.00149918
14.2765432744809	-0.00113107
14.3432560935205	-3.92916E-4
14.4099689125602	2.55587E-4
14.4766817315998	7.15259E-4
14.5433945506394	9.63215E-4
14.610107369679	0.0012169
14.6768201887187	0.00133324
14.7435330077583	9.65122E-4
14.8102458267979	2.47956E-5
14.8769586458376	-0.00121499
14.9436714648772	-0.00197221
15.0103842839168	-0.00177003
15.0770971029564	-8.10627E-4
15.1438099219961	2.88012E-4
15.2105227410357	8.83106E-4
15.2772355600753	8.77384E-4
15.343948379115	7.19074E-4
15.4106611981546	6.59946E-4
15.4773740171942	6.1417E-4
15.5440868362339	3.20436E-4
15.6107996552735	-1.44959E-4
15.6775124743131	-5.03544E-4
15.7442252933527	-4.21526E-4
15.8109381123924	1.14442E-5
15.877650931432	4.00545E-4
15.9443637504716	3.07085E-4
16.0110765695113	-2.78475E-4
16.0777893885509	-9.34605E-4
16.1445022075905	-0.00105477
16.2112150266301	-3.47139E-4
16.2779278456698	8.20164E-4
16.3446406647094	0.00179864
16.411353483749	0.00193978
16.4780663027887	0.00108529
16.5447791218283	-1.58311E-4
16.6114919408679	-0.00112534
16.6782047599075	-0.00150491
16.7449175789472	-0.0014267
16.8116303979868	-0.00109673
16.8783432170264	-6.12263E-4
16.9450560360661	8.58312E-5
17.0117688551057	7.99183E-4
17.0784816741453	0.00115777
17.1451944931849	8.44959E-4
17.2119073122246	4.95913E-5
17.2786201312642	-5.30247E-4
17.3453329503038	-3.43325E-4
17.4120457693435	6.58039E-4
17.4787585883831	0.0016861
17.5454714074227	0.00190354
17.6121842264624	8.90736E-4
17.678897045502	-7.13352E-4
17.7456098645416	-0.00196268
17.8123226835812	-0.00214769
17.8790355026209	-0.00132943
17.9457483216605	-2.93734E-4
18.0124611407001	4.67302E-4
18.0791739597398	7.80109E-4
18.1458867787794	9.2316E-4
18.212599597819	9.63215E-4
18.2793124168586	7.26704E-4
18.3460252358983	3.81472E-5
18.4127380549379	-0.00113488
18.4794508739775	-0.00225832
18.5461636930172	-0.0026188
18.6128765120568	-0.00172425
18.6795893310964	9.15532E-5
18.746302150136	0.0019188
18.8130149691757	0.00259019
18.8797277882153	0.00173569
18.9464406072549	9.72752E-5
19.0131534262946	-8.0872E-4
19.0798662453342	-6.10355E-4
19.1465790643738	3.49047E-4
19.2132918834134	9.63215E-4
19.2800047024531	5.39783E-4
19.3467175214927	-6.21799E-4
19.4134303405323	-0.00155831
19.480143159572	-0.00153352
19.5468559786116	-6.12263E-4
19.6135687976512	4.90192E-4
19.6802816166908	9.61307E-4
19.7469944357305	7.85831E-4
19.8137072547701	3.45232E-4
19.8804200738097	1.58311E-4
19.9471328928494	3.29973E-4
20.013845711889	5.83652E-4
20.0805585309286	4.94007E-4
20.1472713499682	-9.53679E-5
20.2139841690079	-9.44141E-4
20.2806969880475	-0.00161172
20.3474098070871	-0.00152207
20.4141226261268	-7.91553E-4
20.4808354451664	1.98365E-4
20.547548264206	9.55585E-4
20.6142610832457	0.0011139
20.6809739022853	8.71662E-4
20.7476867213249	5.95096E-4
20.8143995403645	3.92916E-4
20.8811123594042	1.58311E-4
20.9478251784438	-6.8665E-5
21.0145379974834	-2.78475E-4
21.0812508165231	-2.51772E-4
21.1479636355627	-8.58312E-5
21.2146764546023	4.00546E-5
21.2813892736419	-8.01091E-5
21.3481020926816	-3.3951E-4
21.4148149117212	-4.13897E-4
21.4815277307608	-1.62126E-4
21.5482405498005	3.6812E-4
21.6149533688401	9.93736E-4
21.6816661878797	0.00124932
21.7483790069193	9.97551E-4
21.815091825959	2.70845E-4
21.8818046449986	-6.75205E-4
21.9485174640382	-0.00140954
22.0152302830779	-0.00170518
22.0819431021175	-0.00154496
22.1486559211571	-0.00104142
22.2153687401967	-3.29973E-4
22.2820815592364	5.47413E-4
22.348794378276	0.00110245
22.4155071973156	0.0010109
22.4822200163553	2.3079E-4
22.5489328353949	-8.67847E-4
22.6156456544345	-0.00159837
22.6823584734742	-0.00160409
22.7490712925138	-0.00110818
22.8157841115534	-4.59673E-4
22.882496930593	-8.20165E-5
22.9492097496327	-8.58312E-5
23.0159225686723	-2.65123E-4
23.0826353877119	-1.0109E-4
23.1493482067516	7.3624E-4
23.2160610257912	0.00206377
23.2827738448308	0.00331308
23.3494866638704	0.00395778
23.4161994829101	0.00395587
23.4829123019497	0.00353815
23.5496251209893	0.00289728
23.616337940029	0.00211145
23.6830507590686	9.63215E-4
23.7497635781082	-4.55858E-4
23.8164763971478	-0.00192643
23.8831892161875	-0.00308229
23.9499020352271	-0.00377847
24.0166148542667	-0.00395587
24.0833276733064	-0.00357629
24.150040492346	-0.0025921
24.2167533113856	-0.00120354
24.2834661304252	3.98638E-4
24.3501789494649	0.00163651
24.4168917685045	0.00209428
24.4836045875441	0.00188447
24.5503174065838	0.00112725
24.6170302256234	2.57494E-4
24.683743044663	-4.97822E-4
24.7504558637027	-9.11716E-4
24.8171686827423	-9.84199E-4
24.8838815017819	-8.27793E-4
24.9505943208215	-4.90192E-4
25.0173071398612	9.5368E-6
25.0840199589008	3.50954E-4
25.1507327779404	3.6812E-4
25.2174455969801	4.76839E-5
25.2841584160197	-2.00273E-4
25.3508712350593	-2.11717E-4
25.4175840540989	4.76839E-5
25.4842968731386	1.86921E-4
25.5510096921782	-9.34605E-5
25.6177225112178	-5.95096E-4
25.6844353302575	-6.84742E-4
25.7511481492971	-9.34605E-5
25.8178609683367	7.22889E-4
25.8845737873763	0.00115205
25.951286606416	6.73298E-4
26.0179994254556	-3.35695E-4
26.0847122444952	-0.00118638
26.1514250635349	-0.00133897
26.2181378825745	-7.11445E-4
26.2848507016141	2.15531E-4
26.3515635206538	9.11716E-4
26.4182763396934	0.00112153
26.484989158733	9.09809E-4
26.5517019777726	4.88285E-4
26.6184147968123	1.50681E-4
26.6851276158519	6.8665E-5
26.7518404348915	1.6594E-4
26.8185532539312	2.93734E-4
26.8852660729708	1.43052E-4
26.9519788920104	-2.59401E-4
27.01869171105	-6.52317E-4
27.0854045300897	-7.93461E-4
27.1521173491293	-7.45777E-4
27.2188301681689	-6.59946E-4
27.2855429872086	-5.8556E-4
27.3522558062482	-3.54769E-4
27.4189686252878	1.56404E-4
27.4856814443274	8.35422E-4
27.5523942633671	0.00125123
27.6191070824067	9.0218E-4
27.6858199014463	-1.23979E-4
27.752532720486	-0.00135422
27.8192455395256	-0.00196268
27.8859583585652	-0.00143624
27.9526711776048	-1.27793E-4
28.0193839966445	0.00125695
28.0860968156841	0.00185967
28.1528096347237	0.00154687
28.2195224537634	6.00819E-4
28.286235272803	-2.4605E-4
28.3529480918426	-5.66486E-4
28.4196609108823	-3.43325E-4
28.4863737299219	5.3406E-5
28.5530865489615	1.67848E-4
28.6197993680011	-3.05178E-5
28.6865121870408	-4.06267E-4
28.7532250060804	-6.35151E-4
28.81993782512	-4.84468E-4
28.8866506441597	-1.58311E-4
28.9533634631993	1.43052E-4
29.0200762822389	1.56404E-4
29.0867891012785	7.62945E-6
29.1535019203182	2.47956E-5
29.2202147393578	3.92916E-4
29.2869275583974	9.00272E-4
29.3536403774371	0.00107384
29.4203531964767	7.00001E-4
29.4870660155163	-1.04905E-4
29.5537788345559	-8.16349E-4
29.6204916535956	-0.00103951
29.6872044726352	-6.86649E-4
29.7539172916748	-8.39238E-5
29.8206301107145	3.54769E-4
29.8873429297541	5.13081E-4
29.9540557487937	5.01636E-4
30.0207685678333	4.00545E-4
30.087481386873	2.86104E-4
30.1541942059126	1.96458E-4
30.2209070249522	1.02997E-4
30.2876198439919	9.15532E-5
30.3543326630315	7.62944E-5
30.4210454820711	-1.71662E-4
30.4877583011107	-6.59946E-4
30.5544711201504	-0.0011406
30.62118393919	-0.00119019
30.6878967582296	-6.7902E-4
30.7546095772693	1.31608E-4
30.8213223963089	8.64033E-4
30.8880352153485	0.00104142
30.9547480343882	7.15259E-4
31.0214608534278	1.85014E-4
31.0881736724674	-2.25068E-4
31.154886491507	-3.71935E-4
31.2215993105467	-4.13897E-4
31.2883121295863	-5.68394E-4
31.3550249486259	-7.64851E-4
31.4217377676656	-8.0109E-4
31.4884505867052	-4.80654E-4
31.5551634057448	-1.33515E-5
31.6218762247844	4.52043E-4
31.6885890438241	5.8556E-4
31.7553018628637	5.01636E-4
31.8220146819033	3.47139E-4
31.888727500943	2.53679E-4
31.9554403199826	1.98365E-4
32.0221531390222	8.96459E-5
32.0888659580618	-1.20163E-4
32.1555787771015	-3.3951E-4
32.2222915961411	-5.4932E-4
32.2890044151807	-6.59946E-4
32.3557172342204	-6.65668E-4
32.42243005326	-5.16895E-4
32.4891428722996	-1.39237E-4
32.5558556913392	2.09809E-4
32.6225685103789	2.23161E-4
32.6892813294185	-1.10627E-4
32.7559941484581	-6.1417E-4
32.8227069674978	-7.40055E-4
32.8894197865374	-2.82289E-4
32.956132605577	5.51227E-4
33.0228454246167	0.00112534
33.0895582436563	9.95643E-4
33.1562710626959	2.59401E-4
33.2229838817355	-4.71117E-4
33.2896967007752	-5.8556E-4
33.3564095198148	2.0981E-5
33.4231223388544	7.57221E-4
33.4898351578941	9.82292E-4
33.5565479769337	5.91282E-4
33.6232607959733	1.90736E-6
33.6899736150129	-2.11717E-4
33.7566864340526	7.62945E-6
33.8233992530922	3.05178E-4
33.8901120721318	3.14714E-4
33.9568248911715	-1.04905E-4
34.0235377102111	-5.7793E-4
34.0902505292507	-7.03815E-4
34.1569633482903	-4.10082E-4
34.22367616733	7.82018E-5
34.2903889863696	4.31063E-4
34.3571018054092	5.07358E-4
34.4238146244489	3.49047E-4
34.4905274434885	1.14441E-4
34.5572402625281	-1.22071E-4
34.6239530815677	-2.72753E-4
34.6906659006074	-2.57494E-4
34.757378719647	-6.48503E-5
34.8240915386866	1.9455E-4
34.8908043577263	3.24251E-4
34.9575171767659	2.0218E-4
35.0242299958055	-4.38693E-5
35.0909428148451	-1.06812E-4
35.1576556338848	8.39238E-5
35.2243684529244	5.18803E-4
35.291081271964	7.64851E-4
35.3577940910037	5.35969E-4
35.4245069100433	-1.56404E-4
35.4912197290829	-8.31608E-4
35.5579325481226	-0.0011406
35.6246453671622	-8.25886E-4
35.6913581862018	-9.34605E-5
35.7580710052414	6.92371E-4
35.8247838242811	9.93736E-4
35.8914966433207	7.26704E-4
35.9582094623603	7.05724E-5
36.0249222814	-4.78746E-4
36.0916351004396	-6.12263E-4
36.1583479194792	-2.65123E-4
36.2250607385188	2.40327E-4
36.2917735575585	4.23433E-4
36.3584863765981	1.29701E-4
36.4251991956377	-3.94823E-4
36.4919120146774	-6.75205E-4
36.558624833717	-5.53135E-4
36.6253376527566	-1.33515E-4
36.6920504717963	3.109E-4
36.7587632908359	4.38692E-4
36.8254761098755	2.72753E-4
36.8921889289151	-9.5368E-6
36.9589017479548	-2.40327E-4
37.0256145669944	-2.4605E-4
37.092327386034	-4.00546E-5
37.1590402050737	2.13624E-4
37.2257530241133	3.66213E-4
37.2924658431529	2.7466E-4
37.3591786621925	9.15532E-5
37.4258914812322	-1.14442E-5
37.4926043002718	1.71663E-5
37.5593171193114	9.72752E-5
37.6260299383511	8.58312E-5
37.6927427573907	-1.02997E-4
37.7594555764303	-3.58583E-4
37.8261683954699	-4.57766E-4
37.8928812145096	-3.66213E-4
37.9595940335492	-1.20163E-4
38.0263068525888	7.05724E-5
38.0930196716285	4.57766E-5
38.1597324906681	-6.67577E-5
38.2264453097077	-1.62126E-4
38.2931581287473	-1.43052E-4
38.359870947787	2.86103E-5
38.4265837668266	1.6594E-4
38.4932965858662	2.17439E-4
38.5600094049059	1.10627E-4
38.6267222239455	4.19619E-5
38.6934350429851	1.69755E-4
38.7601478620247	3.52861E-4
38.8268606810644	5.24525E-4
38.893573500104	4.53951E-4
38.9602863191436	1.46867E-4
39.0269991381833	-1.86921E-4
39.0937119572229	-3.9673E-4
39.1604247762625	-3.85286E-4
39.2271375953021	-1.7357E-4
39.2938504143418	5.72207E-5
39.3605632333814	2.4605E-4
39.427276052421	2.55587E-4
39.4939888714607	8.77385E-5
39.5607016905003	-1.86921E-4
39.6274145095399	-5.26432E-4
39.6941273285796	-7.11445E-4
39.7608401476192	-6.12263E-4
39.8275529666588	-2.97548E-4
39.8942657856984	1.39237E-4
39.9609786047381	4.11989E-4
40.0276914237777	4.82561E-4
40.0944042428173	3.87194E-4
40.161117061857	2.63216E-4
40.2278298808966	1.02997E-4
40.2945426999362	-2.47956E-5
40.3612555189758	-1.18256E-4
40.4279683380155	-1.06812E-4
40.4946811570551	-8.39238E-5
40.5613939760947	-5.72207E-5
40.6281067951344	-9.34605E-5
40.694819614174	-1.50681E-4
40.7615324332136	-1.79292E-4
40.8282452522532	-1.10627E-4
40.8949580712929	-2.6703E-5
40.9616708903325	8.39238E-5
41.0283837093721	1.96458E-4
41.0950965284118	2.59401E-4
41.1618093474514	2.72753E-4
41.228522166491	1.92643E-4
41.2952349855306	6.8665E-5
41.3619478045703	-4.95913E-5
41.4286606236099	-9.34605E-5
41.4953734426495	-7.62944E-5
41.5620862616892	-1.79292E-4
41.6287990807288	-3.18529E-4
41.6955118997684	-3.98638E-4
41.762224718808	-3.43325E-4
41.8289375378477	-1.56404E-4
41.8956503568873	3.62399E-5
41.9623631759269	1.60218E-4
42.0290759949666	2.34605E-4
42.0957888140062	3.62398E-4
42.1625016330458	4.95914E-4
42.2292144520855	4.74932E-4
42.2959272711251	2.61309E-4
42.3626400901647	-8.01091E-5
42.4293529092043	-3.70027E-4
42.496065728244	-3.7575E-4
42.5627785472836	-1.06812E-4
42.6294913663232	2.23161E-4
42.6962041853629	3.41417E-4
42.7629170044025	1.39237E-4
42.8296298234421	-1.50681E-4
42.8963426424817	-2.53679E-4
42.9630554615214	1.0109E-4
43.029768280561	6.16077E-4
43.0964810996006	9.34605E-4
43.1631939186403	6.94279E-4
43.2299067376799	-9.53679E-5
43.2966195567195	-0.00104333
43.3633323757591	-0.00156213
43.4300451947988	-0.00134278
43.4967580138384	-6.4278E-4
43.563470832878	8.01091E-5
43.6301836519177	4.44414E-4
43.6968964709573	4.36785E-4
43.7636092899969	2.89919E-4
43.8303221090366	1.85014E-4
43.8970349280762	1.12534E-4
43.9637477471158	-1.33515E-5
44.0304605661554	-1.71662E-4
44.0971733851951	-2.3842E-4
44.1638862042347	-1.33515E-4
44.2305990232743	7.82018E-5
44.297311842314	2.99456E-4
44.3640246613536	3.83379E-4
44.4307374803932	3.89101E-4
44.4974502994328	3.94823E-4
44.5641631184725	4.48229E-4
44.6308759375121	6.23707E-4
44.6975887565517	8.48774E-4
44.7643015755914	0.00106431
44.831014394631	0.00102044
44.8977272136706	5.58857E-4
44.9644400327102	-2.0218E-4
45.0311528517499	-9.05994E-4
45.0978656707895	-0.00129319
45.1645784898291	-0.0011654
45.2312913088688	-8.71662E-4
45.2980041279084	-6.16077E-4
45.364716946948	-5.32154E-4
45.4314297659876	-4.00545E-4
45.4981425850273	-9.91826E-5
45.5648554040669	3.3951E-4
45.6315682231065	6.92371E-4
45.6982810421462	7.91553E-4
45.7649938611858	5.93189E-4
45.8317066802254	2.17439E-4
45.898419499265	-1.75477E-4
45.9651323183047	-4.27248E-4
46.0318451373443	-4.80654E-4
46.0985579563839	-4.73024E-4
46.1652707754236	-4.34877E-4
46.2319835944632	-3.31881E-4
46.2986964135028	-1.71663E-5
46.3654092325424	4.48229E-4
46.4321220515821	7.78202E-4
46.4988348706217	7.83924E-4
46.5655476896613	4.29155E-4
46.632260508701	-5.3406E-5
46.6989733277406	-4.08174E-4
46.7656861467802	-5.58857E-4
46.8323989658199	-5.28339E-4
46.8991117848595	-4.73024E-4
46.9658246038991	-4.02452E-4
47.0325374229387	-2.36512E-4
47.0992502419784	5.53133E-5
47.165963061018	3.29973E-4
47.2326758800576	5.39783E-4
47.2993886990973	5.47413E-4
47.3661015181369	3.54769E-4
47.4328143371765	9.15532E-5
47.4995271562161	-1.96458E-4
47.5662399752558	-3.9673E-4
47.6329527942954	-4.10082E-4
47.699665613335	-3.70027E-4
47.7663784323747	-2.47957E-4
47.8330912514143	-7.43871E-5
47.8998040704539	2.28883E-4
47.9665168894935	5.28339E-4
48.0332297085332	7.19074E-4
48.0999425275728	7.0763E-4
48.1666553466124	4.21526E-4
48.2333681656521	9.15532E-5
48.3000809846917	-2.11717E-4
48.3667938037313	-4.08174E-4
48.433506622771	-5.01636E-4
48.5002194418106	-4.65395E-4
48.5669322608502	-3.70027E-4
48.6336450798898	-3.24251E-4
48.7003578989295	-3.41417E-4
48.7670707179691	-3.70027E-4
48.8337835370087	-2.32697E-4
48.9004963560484	3.81472E-5
48.967209175088	3.26158E-4
49.0339219941276	4.71117E-4
49.1006348131672	3.43325E-4
49.1673476322069	1.18256E-4
49.2340604512465	-1.04905E-4
49.3007732702861	-1.67848E-4
49.3674860893258	-6.67577E-5
49.4341989083654	6.48503E-5
49.500911727405	1.23979E-4
49.5676245464446	9.15532E-5
49.6343373654843	-1.52589E-5
49.7010501845239	-8.96459E-5
49.7677630035635	1.33515E-5
49.8344758226032	1.43052E-4
49.9011886416428	1.81199E-4
49.9679014606824	3.24252E-5
50.034614279722	-1.52589E-4
50.1013270987617	-2.53679E-4
50.1680399178013	-1.22071E-4
50.2347527368409	1.52589E-5
50.3014655558806	2.28883E-5
50.3681783749202	-9.91826E-5
50.4348911939598	-2.65123E-4
50.5016040129995	-2.65123E-4
50.5683168320391	-5.9128E-5
50.6350296510787	2.72753E-4
50.7017424701183	4.6921E-4
50.768455289158	3.6812E-4
50.8351681081976	6.10356E-5
50.9018809272372	-2.93734E-4
50.9685937462769	-4.71117E-4
51.0353065653165	-4.06267E-4
51.1020193843561	-1.56404E-4
51.1687322033957	7.82018E-5
51.2354450224354	2.17439E-4
51.302157841475	1.48774E-4
51.3688706605146	6.2943E-5
51.4355834795543	6.48503E-5
51.5022962985939	1.50681E-4
51.5690091176335	1.35423E-4
51.6357219366731	-3.81472E-5
51.7024347557128	-2.95641E-4
51.7691475747524	-5.26432E-4
51.835860393792	-4.76839E-4
51.9025732128317	-1.75477E-4
51.9692860318713	2.09809E-4
52.0359988509109	3.77657E-4
52.1027116699506	2.67031E-4
52.1694244889902	0
52.2361373080298	-1.98365E-4
52.3028501270694	-1.77384E-4
52.3695629461091	-2.6703E-5
52.4362757651487	2.47956E-5
52.5029885841883	-1.10627E-4
52.569701403228	-3.81472E-4
52.6364142222676	-5.95096E-4
52.7031270413072	-5.98911E-4
52.7698398603468	-3.87194E-4
52.8365526793865	-7.62944E-5
52.9032654984261	2.49865E-4
52.9699783174657	3.70027E-4
53.0366911365054	2.89919E-4
53.103403955545	9.91826E-5
53.1701167745846	-2.28883E-5
53.2368295936242	-1.22071E-4
53.3035424126639	-2.0218E-4
53.3702552317035	-2.23161E-4
53.4369680507431	-2.51772E-4
53.5036808697828	-2.13624E-4
53.5703936888224	-1.04905E-4
53.637106507862	-3.62399E-5
53.7038193269016	5.14986E-5
53.7705321459413	1.52589E-5
53.8372449649809	-2.47956E-5
53.9039577840205	-1.33515E-5
53.9706706030602	1.33515E-5
54.0373834220998	1.90736E-5
54.1040962411394	-7.24797E-5
54.170809060179	-1.58311E-4
54.2375218792187	-1.71662E-4
54.3042346982583	-6.10356E-5
54.3709475172979	1.81199E-4
54.4376603363376	4.11989E-4
54.5043731553772	5.83652E-4
54.5710859744168	5.72208E-4
54.6377987934565	4.08174E-4
54.7045116124961	2.4605E-4
54.7712244315357	1.67848E-4
54.8379372505753	2.15531E-4
54.904650069615	3.49047E-4
54.9713628886546	3.45232E-4
55.0380757076942	2.47957E-4
55.1047885267339	4.95913E-5
55.1715013457735	-1.20163E-4
55.2382141648131	-1.20163E-4
55.3049269838527	-2.6703E-5
55.3716398028924	1.16349E-4
55.438352621932	2.65123E-4
55.5050654409716	3.41417E-4
55.5717782600113	4.3297E-4
55.6384910790509	4.6158E-4
55.7052038980905	3.49047E-4
55.7719167171301	1.02997E-4
55.8386295361698	-1.48774E-4
55.9053423552094	-3.35695E-4
55.972055174249	-3.16622E-4
56.0387679932887	-1.96458E-4
56.1054808123283	9.5368E-6
56.1721936313679	1.7357E-4
56.2389064504075	3.05178E-4
56.3056192694472	3.92916E-4
56.3723320884868	4.06267E-4
56.4390449075264	3.58583E-4
56.5057577265661	2.40327E-4
56.5724705456057	1.22071E-4
56.6391833646453	-1.18256E-4
56.705896183685	-3.18529E-4
56.7726090027246	-4.55858E-4
56.8393218217642	-4.59673E-4
56.9060346408038	-2.57494E-4
56.9727474598435	3.81472E-5
57.0394602788831	2.0218E-4
57.1061730979227	2.25068E-4
57.1728859169624	1.64033E-4
57.239598736002	6.48503E-5
57.3063115550416	6.8665E-5
57.3730243740812	9.72752E-5
57.4397371931209	1.83106E-4
57.5064500121605	1.77384E-4
57.5731628312001	0
57.6398756502398	-3.41417E-4
57.7065884692794	-6.54224E-4
57.773301288319	-7.30518E-4
57.8400141073586	-5.14988E-4
57.9067269263983	-1.25886E-4
57.9734397454379	1.44959E-4
58.0401525644775	1.92643E-4
58.1068653835172	1.06812E-4
58.1735782025568	6.2943E-5
